Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,Target,Predict Target
300.3,311.5,1663,33.6,38,0,1,0,0,0
297.2,307.9,1540,37.1,164,0,1,0,0,0
301.3,310.1,1455,44.1,188,1,0,0,0,0
301.25032019142753,311.03310414767265,1362,60.19139197812257,205,0,1,0,1,1
299.9,310.5,1335,52.9,180,0,0,1,0,0
302.8,312.4,1376,57.1,8,0,1,0,0,0
300.7,310.5,1445,41.1,201,0,1,0,0,0
301.5,310.5,1589,36.7,118,0,1,0,0,0
300.9163642946873,310.62363932609287,1401,59.33817128500319,189,0,1,0,1,1
299.8768548344035,308.8895445889907,1369,63.37015180366976,38,0,0,1,1,1
299.4195114325645,309.51138253746416,1293,63.74715176022933,213,0,1,0,1,1
302.55030586919963,310.4755607601994,1346,47.22933314699536,166,0,0,0,1,1
302.34203040088937,310.81304560133407,1348,46.76665038977229,151,0,1,0,1,1
303.6,312.7,1403,46.2,57,1,0,0,0,0
298.0,307.5,1784,27.8,163,0,0,1,0,0
299.8,311.2,1564,40.0,172,0,1,0,0,0
300.2,311.8,1464,44.5,179,0,1,0,0,0
299.0,310.4,1606,31.1,134,0,1,0,0,0
302.6604921305697,311.0639873906383,1494,45.403848596293805,232,0,1,0,1,1
299.1,310.3,1449,40.7,40,0,1,0,0,0
301.88718051831006,309.900570201565,1360,57.05013752362966,56,0,0,1,1,1
299.8,309.7,1556,37.7,124,0,0,1,0,0
300.3,311.6,1359,54.1,81,0,0,1,0,0
298.21522110826794,309.3152211082679,1882,25.069439694990965,201,0,1,0,1,1
302.3694929803495,310.34405615720414,1358,51.36625591704532,62,0,0,1,1,1
298.8,309.7,2098,19.0,133,0,0,1,0,0
303.4,312.7,1534,35.5,98,0,1,0,0,0
299.1752970819993,310.22203817034125,1317,54.788980914829374,230,0,1,0,1,1
300.7515923141477,311.5890446115114,1556,34.48292976898104,210,0,0,0,1,1
303.7,313.0,1456,45.5,51,0,1,0,0,0
302.4,310.9,1444,40.7,174,1,0,0,0,0
298.12990840662115,309.0022301902179,1459,58.17425991683033,207,0,0,0,1,1
300.26036313777763,309.34338419350416,1514,32.94149603367507,211,0,1,0,1,1
298.1,307.7,1495,48.1,111,0,1,0,0,0
303.106714618441,312.0482198825972,1367,54.37232982389584,114,0,0,0,1,1
301.7,309.5,1298,65.5,229,0,1,0,1,1
302.01467946678383,310.5014252482893,1334,53.94128213286464,158,0,0,0,1,1
302.6937781505121,311.26561604301884,1330,54.01870649466308,199,0,0,0,1,1
297.0,308.3,1492,48.1,137,0,1,0,0,0
298.4,308.6,1433,47.1,101,0,1,0,0,0
300.3,309.9,1393,56.1,12,0,1,0,0,0
302.4023013935147,311.8938629506274,1290,69.92865680104373,138,0,0,0,1,1
300.6423944476773,311.1792943894861,1368,62.30451127921897,210,0,0,0,1,1
302.2275060253617,311.5130847392511,1227,67.82750602536171,189,0,0,0,1,1
300.5,309.3,1417,51.5,231,0,1,0,1,1
298.3,309.1,1616,31.1,195,0,1,0,0,0
301.7,310.5,2465,13.7,149,0,1,0,0,1
302.8926572215798,311.1615554467784,1498,46.288120501809445,233,0,1,0,1,1
300.2,311.5,1492,41.8,128,0,1,0,0,0
297.9,308.6,2262,15.7,125,0,1,0,0,1
302.3,311.4,1570,37.2,15,0,1,0,0,0
302.19830275658853,310.7644036754513,1363,44.13559632454866,73,0,0,0,1,1
302.8,310.8,1402,50.5,30,0,1,0,0,0
302.1209977953856,310.6370066138432,1358,49.46798236308473,40,0,1,0,1,1
303.2,311.4,1610,35.5,63,0,1,0,0,0
302.3383614033448,311.71508421003443,1289,69.84150075145811,136,0,0,0,1,1
299.34724672082984,309.27155921489754,1268,64.25596706592233,191,0,1,0,1,1
301.7,310.1,1402,50.1,3,0,1,0,0,0
303.1601320686653,311.3901981029979,1336,53.86277344197038,176,0,1,0,1,1
300.9807446143112,309.89998792400166,1220,58.176985314760486,84,0,0,1,1,0
297.88561188954594,308.1967256460583,2718,9.367973233761791,15,0,0,0,1,1
298.9,310.4,1831,25.4,81,0,1,0,0,0
301.4,310.6,1578,33.0,181,0,1,0,0,0
300.5,310.4,1548,37.3,65,0,0,1,0,0
299.5396679537324,309.68099613880287,1701,28.290738224183038,193,0,0,0,1,1
301.0,311.0,1402,55.3,98,0,1,0,0,0
301.8,311.3,1542,40.1,142,0,0,1,0,0
304.2,313.4,1482,41.4,32,0,1,0,0,0
296.07379290135174,306.68600700956665,1372,55.38804001781634,215,0,1,0,1,1
299.2,310.3,1352,48.9,238,0,1,0,1,1
297.17309678052857,307.2288595868281,1247,72.9691840458151,83,0,0,0,1,1
298.5,308.8,1670,29.6,13,0,1,0,0,0
299.9745788208045,310.9535112601149,1230,64.9859549595403,200,0,1,0,1,1
302.1538784803251,310.58463889478185,1373,48.04615972369547,71,0,0,0,1,1
303.3673678460539,312.55338263721995,2706,9.795338263721993,62,0,0,1,1,1
297.4,308.3,1412,42.0,111,0,1,0,0,0
299.1047709003177,309.9428603177592,1353,54.13335185359527,211,0,0,0,1,1
298.0,309.1,1473,44.3,124,0,1,0,0,0
296.0,306.7,1416,44.2,46,0,1,0,0,0
303.4972889631736,311.5963852842314,1360,46.5322312156033,62,0,1,0,1,1
299.6,310.1,1357,48.7,96,0,0,1,0,0
296.2,307.2,1385,44.0,5,0,0,1,0,0
302.7,310.50605876505057,1297,55.14697061747471,21,1,0,0,1,1
299.147446526515,309.8491488421717,1710,27.894124162101683,173,0,0,0,1,1
299.3897573273776,310.2,2751,8.29335448891971,154,0,1,0,1,1
299.9778474361095,310.50012538499715,1340,59.50730059796542,189,0,1,0,1,1
303.0551286735311,311.3592316123559,1313,57.200522001209,41,0,1,0,1,1
297.9,307.5,1561,37.7,16,0,1,0,0,0
301.2963553046516,309.9624339464623,1264,68.27783649203352,194,0,1,0,1,1
303.9,312.7,1401,50.0,129,1,0,0,0,0
297.7,307.2,1518,35.8,195,0,1,0,0,0
296.7,307.4,1540,38.7,45,0,0,1,0,0
302.2980895960946,311.1041758194017,1304,65.06312764856679,68,0,0,0,1,1
302.1,310.6,1421,52.0,95,0,0,1,0,0
298.526865057009,308.55981028283543,1348,58.99275550866183,202,0,0,0,1,1
300.9,311.4,1532,41.5,126,0,0,1,0,0
298.0,308.0,1479,50.7,70,1,0,0,0,0
301.8916232917166,310.2847294513806,1339,49.73647256902833,62,0,1,0,1,1
301.2151858568588,310.26394615489664,1415,52.2151858568588,235,0,0,0,1,1
302.64981236376514,311.0498123637651,1345,48.122817119059405,103,0,1,0,1,1
301.2,310.4,1382,41.6,117,0,0,1,0,0
298.48614868109644,308.6820946152432,2677,10.73641892304864,85,0,0,1,1,1
302.57547018636035,312.0553627151923,1363,60.03994626441596,205,0,1,0,1,1
301.9254666032727,311.4753691040814,2674,10.875146248786969,24,0,0,0,1,1
300.1495865441082,309.9280366509373,1622,34.86234216148902,222,0,0,0,1,1
302.4898414162159,310.694920708108,1277,57.04904619189513,24,0,0,0,1,1
303.8122028855078,313.0578107561702,1271,68.61341407960657,160,0,0,0,1,1
301.063318670726,310.6718141829253,1574,38.16331867072598,223,0,1,0,1,1
300.6989780961913,310.9406131422852,2613,12.320306571142602,85,0,0,0,1,1
300.4832672855978,311.3003962864134,1270,66.11118470461449,206,0,1,0,1,1
301.9730361809932,310.0961076717922,1334,60.51549869321921,182,0,0,0,1,1
303.2,311.2,1475,43.1,20,1,0,0,0,0
300.7,312.3,1418,49.0,69,0,1,0,0,0
298.1,308.2,1342,48.1,54,0,0,1,0,0
302.19742980709634,310.40771057871103,1356,50.07943845677063,38,0,1,0,1,1
302.17832354360644,310.747904429508,1369,50.37724241639567,128,0,0,0,1,1
298.9,309.9,1517,36.6,117,0,1,0,0,0
301.8,310.7,1751,29.3,133,0,1,0,0,0
301.99710600258976,310.5538354315312,1360,49.10592738491536,68,0,0,0,1,1
298.2,308.0,1538,38.2,59,0,1,0,0,0
297.8,307.2,1456,39.6,199,0,0,1,0,0
302.2,310.6,1347,49.52499888444349,132,0,0,1,1,1
302.4921164139888,310.75914099810973,1309,55.81576717202233,41,0,0,0,1,1
303.8,312.6,1577,41.3,134,0,1,0,0,0
300.14168352733344,309.8960269549856,2748,8.383872046623162,15,0,1,0,1,1
298.3,309.6,1681,27.1,194,0,0,1,0,0
300.6,309.8,1418,42.7,147,0,1,0,0,0
301.9,311.0,1642,33.1,126,0,1,0,0,0
301.1917342148783,309.49285900165376,1282,59.20750725288717,147,0,0,0,1,1
302.23305271942166,310.1396632633061,1368,51.328967700742034,11,0,0,0,1,1
302.1,310.7,1608,30.3,81,0,0,1,0,0
299.567788864934,310.6677888649339,1921,23.34115867258441,204,0,1,0,1,1
298.5153341550188,309.6153341550188,1430,48.51432376656751,44,0,0,0,1,1
298.92241659371115,310.0224165937111,1902,24.16580101914692,203,0,1,0,1,1
304.0,313.2,1612,31.7,206,1,0,0,0,0
299.0,310.1,1886,21.2,13,0,1,0,0,0
301.5,310.6,1357,42.1,212,0,1,0,0,0
298.2299728864041,309.1841819856885,1433,49.21211810644018,220,0,1,0,1,1
298.9,310.4,1739,26.3,30,0,1,0,0,0
300.8,310.5,1409,50.6,141,0,0,1,0,0
300.2,311.5,1383,42.1,60,0,1,0,0,0
302.4,310.3603736499195,1374,50.44729590273757,155,0,0,1,1,1
299.7048130560384,309.3402619082378,1419,57.058428550573154,19,0,0,1,1,1
300.5840645059768,309.6379522061387,1451,48.227406247820966,209,0,0,0,1,1
302.2,311.2,1471,41.9,166,0,0,1,0,0
298.2838550744599,308.61927537229934,2589,12.478253619695227,114,0,1,0,1,1
299.2,308.3,1582,45.5,107,0,0,1,0,0
300.4,311.3,1350,56.5,31,0,0,1,0,0
300.7,310.9,1535,37.1,113,0,1,0,0,0
298.82371579655444,309.0035905762236,1406,55.788142101722784,222,0,0,0,1,1
302.2,311.4,1538,37.4,37,0,0,1,0,0
301.3,310.4,1440,41.5,197,0,1,0,0,0
299.6,309.2,1602,37.3,31,0,1,0,0,0
299.15590442392335,308.75499605101203,1303,68.14157780563087,43,0,1,0,1,1
301.9678273188823,310.4135654637764,1370,50.88607217341217,151,0,0,0,1,1
300.734066009874,311.83956108392846,1456,55.60549852331869,86,0,1,0,1,1
303.5,312.9,1883,23.3,100,0,0,1,0,0
300.7,310.8,1619,34.9,57,0,1,0,0,0
301.2,310.4,1515,38.4,51,0,1,0,0,0
296.3,307.4,1335,50.5,48,0,0,1,0,0
303.3268066803331,311.6536133606662,1302,49.362262172960456,217,0,1,0,1,1
300.1866299041749,311.12504902437666,1521,41.31053919865489,217,0,1,0,1,1
303.38559936380096,311.771198727602,1305,58.71029884435694,215,0,1,0,1,1
301.5,311.1,1458,41.4,123,0,1,0,0,0
302.6675435469403,311.1005261281642,1333,56.15326555949867,163,0,0,0,1,1
302.952875665434,310.9551761977812,1349,46.503487377072446,9,0,1,0,1,1
301.9,309.6,1439,41.7,201,0,0,1,0,0
302.9,312.3,1435,47.7,173,0,1,0,0,0
302.25854790747064,310.9062178138794,1366,48.74819757724653,130,0,0,0,1,1
297.1882827002018,308.6434593878279,1328,70.13208306916617,27,0,0,0,1,1
302.3,310.9,1459,35.0,32,0,1,0,0,0
299.11571927122645,309.38879331775667,1427,39.64778110061568,219,0,0,0,1,1
297.5,308.4,1747,31.0,45,0,1,0,0,0
300.8185963509083,310.3572127534129,1624,34.73611389605503,224,0,0,0,1,1
298.0,307.5,1524,36.3,98,0,0,1,0,0
302.84803138728773,310.98645649711784,1312,53.14141519083912,40,0,1,0,1,1
303.8091492823965,312.9954253588017,1364,60.018940671154645,204,0,1,0,1,1
299.10260154389283,309.2482289062391,1516,34.100240085544954,210,0,1,0,1,1
297.4,309.0,1583,32.0,166,0,1,0,0,0
299.27031168561405,309.3322117890418,1693,28.371152843832665,173,0,0,0,1,1
303.2577634827515,311.68057925056803,1312,54.31457760462726,86,0,0,0,1,1
302.27630197110733,311.0734113797751,1309,61.4378522863579,78,0,0,0,1,1
300.3,311.5,1528,40.9,76,0,0,1,0,0
302.47948414294854,310.68974207147426,1278,57.15002960625159,24,0,0,0,1,1
301.23136733791125,309.5303887696423,1333,61.0,182,0,0,0,1,1
298.0197746868035,308.28681687546435,1405,55.94292907155499,218,0,1,0,1,1
300.96242124501424,311.23757875498575,1325,66.82875143996748,13,0,0,0,1,1
298.0966759957933,309.1870422198852,1334,57.52326802944696,205,0,0,0,1,1
303.299803947488,311.4398431579904,1366,47.18066657854103,63,0,1,0,1,1
299.8,309.8,1542,39.4,155,0,1,0,0,0
302.5,311.9,1340,59.4,60,0,0,1,0,0
301.1226494441537,310.6040545391181,1459,59.03313527095308,158,0,0,0,1,1
302.444896101464,310.746752064568,1374,54.602783944656,121,0,0,0,1,1
299.4,309.3,1366,48.4,116,0,1,0,0,0
295.6,306.2,1435,51.6,126,0,0,1,0,0
299.64921396402,310.29153566067,1318,53.02420818300227,226,0,1,0,1,1
298.4,308.5,1398,47.1,122,1,0,0,0,0
300.4042165750536,310.3172975536097,1581,37.617297553609696,225,0,1,0,1,1
299.1,308.9,1686,29.6,108,0,1,0,0,0
301.6,310.7,1421,44.4,94,0,0,1,0,0
302.2225342626377,310.2577398384637,1370,50.63102670658007,14,0,0,0,1,1
299.9,310.4,1497,47.0,150,0,1,0,0,0
298.4855469650054,309.06354456185176,1372,56.6146144603255,203,0,1,0,1,1
299.8588731748807,309.5895899226638,1411,52.819624391626895,227,0,0,0,1,1
297.6,308.5,1678,34.2,114,0,1,0,0,0
299.2,308.8,1503,37.4,109,0,0,1,0,0
299.5,310.0,1388,52.4,94,0,1,0,0,0
303.0,312.4,1526,36.1,142,0,0,1,0,0
303.3771024299932,311.84776376500145,1424,45.93836973253471,100,0,0,0,1,1
299.4,309.1,2421,14.2,57,0,1,0,0,0
303.0,311.2,1641,32.6,63,0,1,0,0,0
301.5,310.5,1636,28.7,106,0,1,0,0,0
300.4,310.0,1581,30.3,42,0,1,0,0,0
298.3,310.1,1509,37.6,85,1,0,0,0,0
301.4,310.4,1433,43.4,86,0,1,0,0,0
301.49165093838656,311.8475499448008,1370,58.05444784723085,209,0,1,0,1,1
299.2486245145955,309.3148433166031,1343,58.93378119799237,202,0,1,0,1,1
300.3,309.9,1621,34.1,36,0,1,0,0,0
303.4,311.8,1693,28.3,175,1,0,0,0,0
299.4554156229197,309.6586135178007,1286,62.34635855951127,189,0,1,0,1,1
301.965156302228,310.465156302228,1371,45.654373119791465,80,0,0,0,1,1
300.0,309.5,1925,21.9,9,0,1,0,0,0
299.14526475032653,309.141995381768,1409,65.11910980185816,190,0,1,0,1,1
302.2,310.1,1421,45.4,9,0,0,1,0,0
298.4267711215763,308.9702883769983,1480,55.55527926112367,180,0,0,0,1,1
301.71679791513805,310.61259843635355,1310,63.41828520102217,42,0,1,0,1,1
301.28022326171714,310.68003721028623,1592,34.33834414226441,230,0,1,0,1,1
300.7,311.9,1476,42.0,196,0,1,0,0,0
301.5,310.8,1628,36.4,167,0,0,1,0,0
303.9,313.0,1551,36.8,140,0,1,0,0,0
303.0677101459244,311.261878262664,1339,56.34794204294182,3,0,0,1,1,1
299.9,309.8,1477,47.7,112,0,1,0,0,0
303.0387365195388,311.0935901415048,1368,49.41913711929629,60,0,0,1,1,1
301.42453571702663,310.2,2695,10.164613901095471,102,0,0,0,1,1
296.7,307.8,1400,47.5,3,0,1,0,0,0
302.4,310.1,1418,52.3,141,0,1,0,0,0
299.3057393323714,308.41773975460245,1542,37.47704267051448,203,0,0,1,1,1
299.3876901674013,309.231455808792,1266,68.92759483662937,191,0,1,0,1,1
297.491080560096,308.1314793780648,1384,56.5104931260216,202,0,1,0,1,1
298.6,308.4,1562,34.4,25,0,1,0,0,0
303.4,312.3,1479,42.8,92,0,1,0,0,0
300.8582477207414,310.5639508776585,1425,46.85987719414632,26,0,0,0,1,1
301.8,310.7,1523,43.3,60,0,1,0,0,0
298.2304156322456,308.7069143909403,1365,52.02442059746674,219,0,1,0,1,1
296.7,308.0,1535,36.8,210,0,1,0,0,0
297.2,308.8,1451,43.1,68,0,1,0,0,0
298.79130533240453,309.65098957440654,1433,45.68499017244535,226,0,1,0,1,1
298.7,308.6,1722,24.7,64,0,0,1,0,0
299.3,309.1,1449,47.9,131,0,0,1,0,0
299.54483476436945,310.7,1896,23.81027842958254,207,0,1,0,1,0
303.0,312.4,1645,29.6,129,0,0,1,0,0
299.2,310.4,1395,55.4,76,0,0,1,0,0
302.0,311.0,1563,36.2,8,0,1,0,0,0
300.97123587911045,309.40906963406195,1283,59.72788332529938,148,0,0,0,1,1
300.2,309.0,1642,31.2,37,0,0,1,0,0
299.3,308.7,1420,50.3,208,0,0,1,0,0
300.7,311.8642980920637,1335,57.56412480317216,192,0,1,0,1,1
300.3088720129873,309.24354880519496,1276,68.42258047792203,109,0,0,1,1,1
300.751559459126,310.064814818048,1397,46.5158869516531,209,0,0,0,1,1
302.1129964917972,310.5896028065623,1325,59.185776845861,88,0,0,0,1,1
300.5,311.5,1487,43.0,78,0,1,0,0,0
298.0,308.0,1524,37.0,49,0,1,0,0,0
298.3,309.0,1408,45.4,98,0,1,0,0,0
297.3,308.3,1268,60.6,119,0,1,0,0,0
300.40124837444785,311.69027597160874,1524,38.81496387799677,213,0,0,0,1,1
297.7,309.6,1697,32.2,210,1,0,0,0,0
297.6518292763555,308.15647865954446,1344,59.88803351138904,204,0,0,0,1,1
297.6,308.6,1414,45.4,138,0,0,1,0,0
301.7388910153742,310.639815169229,1324,46.26758571695687,210,0,1,0,1,1
299.9,309.4,1399,54.8,3,0,0,1,0,0
300.0,309.3,1558,29.7,168,0,1,0,0,0
300.5,311.3,1490,41.8,39,0,1,0,0,0
302.66716973344785,310.65291388172324,1328,60.52461121620159,54,0,1,0,1,1
299.0,310.5,1755,27.9,56,0,1,0,0,0
299.0,309.9,1548,34.5,214,0,1,0,0,0
299.5699117495186,309.2729499913939,1327,72.5519764665383,156,0,0,0,1,1
298.52373402170895,307.87392878759994,1511,31.305057058918077,209,0,1,0,1,1
300.7,311.7,1499,38.9,3,0,0,1,0,0
299.6,309.2,1540,36.7,221,0,1,0,0,0
300.6,310.4,1446,49.7,155,0,1,0,0,0
297.1,308.4,1880,23.5,155,0,0,1,0,0
297.4364650792093,308.05764338613955,1332,72.72006243562757,155,0,0,0,1,1
300.3898270933217,309.7382054436091,1331,63.07321055462127,172,0,1,0,1,0
295.8,306.4,1356,48.0,99,0,1,0,0,0
301.23744791520613,311.2023144523034,1368,56.23320475264981,206,0,1,0,1,1
296.6,307.5,1582,37.9,197,0,1,0,0,0
302.24493476429427,310.6449347642943,1347,48.698260381181335,107,0,0,0,1,1
302.6,310.4,1514,42.7,75,0,1,0,0,0
298.6470800570219,308.854131236494,1388,57.98119685474102,197,0,1,0,1,1
298.1,310.0,1534,33.7,47,0,1,0,0,0
298.9,310.2,1706,27.6,103,0,1,0,0,0
301.9882479622528,310.4882479622528,1326,56.663805577109656,85,0,0,0,1,1
302.47482221479373,310.8748222147937,1334,48.25576109068274,110,0,0,0,1,1
302.3,311.7,1494,37.1,114,0,0,1,0,0
300.8,311.3,1465,43.2,113,0,0,1,0,0
301.4,309.9,1460,47.2,22,1,0,0,0,0
299.63137570828894,309.55353807427343,2068,17.709213342304523,154,0,0,0,1,1
300.3038736377974,310.8428983307048,1669,29.75968409449346,216,0,0,0,1,1
300.8,310.8,1520,38.0,45,0,0,1,0,0
300.2,309.7,1183,61.4,170,0,0,1,0,0
300.2,309.3,1342,48.7,68,1,0,0,0,0
301.7771020094549,310.4742993301817,2654,11.568038124508726,92,0,0,1,1,1
301.94214656545427,310.10497404181984,1380,58.18743210543575,132,0,0,0,1,1
303.01625000229944,311.5027272743996,2655,11.586477272100154,55,0,0,1,1,1
304.2,313.5,1739,28.1,80,0,0,1,0,0
302.6,310.4,1364,66.70810701013271,79,0,1,0,1,1
297.7,307.1,1715,30.2,0,0,1,0,0,0
301.3851549714794,309.9,1315,54.702193294318114,188,0,1,0,1,1
301.0,309.8,1594,31.1,143,0,0,1,0,0
295.5,306.0,1621,29.5,176,0,1,0,0,0
298.9,308.6,1425,49.6,35,0,0,1,0,0
299.4,309.2,1607,31.7,145,0,1,0,0,0
299.08683773079946,310.3457264182503,1371,53.46350379315201,228,0,0,0,1,1
302.7631717637138,310.649315077869,1262,67.27739722745842,197,0,1,0,1,1
301.4192466160345,311.2239040865892,1268,63.01109604256391,197,0,1,0,1,1
302.6,312.0,1447,45.5,173,0,1,0,0,0
297.9,308.8,1386,48.6,75,0,1,0,0,0
298.2,309.0,1694,28.0,5,0,0,1,0,0
300.99682713615465,310.3211243914798,1400,54.5158474987332,205,0,1,0,1,1
297.8988125239468,308.2494062619734,1311,61.05019791267554,191,0,1,0,1,1
301.69775393439795,309.9,1316,49.04067874368135,187,0,1,0,1,1
302.47266327077887,311.1817755138526,1312,58.57628736966373,72,0,0,1,1,1
301.2,310.7,1543,32.9,40,0,0,1,0,0
300.3,311.4,1371,50.2,109,0,0,1,0,0
298.2,307.5,1470,51.3,180,0,1,0,0,0
298.5,309.4,2011,21.0,59,1,0,0,0,0
300.6078643093799,309.8183928790555,1449,61.24477853899785,142,0,1,0,1,1
301.27980659383,310.38461636104,1359,59.17981928734997,68,0,1,0,1,1
300.033329999306,309.05266539973627,1286,61.94134120163789,149,0,0,0,1,1
297.7817321418591,307.64058350772825,1253,71.53710084268445,81,0,0,0,1,1
300.4,310.8,1396,49.3,142,0,1,0,0,0
300.44377191967374,309.97992985704406,1666,29.088754383934745,152,0,0,0,1,1
303.60667567216245,312.4200270164874,1365,55.55020262365524,202,0,1,0,1,1
302.3099218176957,310.6132290902609,1284,68.06446181828986,113,0,0,0,1,1
301.4490804682927,310.2836398439024,1311,64.174827356097,43,0,1,0,1,1
302.8,310.6,1671,30.5,201,0,1,0,0,0
300.91123873284766,310.7313073303251,1378,52.45745393682725,215,0,1,0,1,1
300.28186932050903,311.1511765318244,1334,58.774875781612586,188,0,1,0,1,1
301.0,310.4,1793,25.0,142,0,0,1,0,0
302.5958432429304,311.53194774764347,1400,54.675326577228425,201,0,1,0,1,1
299.883391447014,310.6046898814705,1332,58.19819770918806,191,0,1,0,1,1
301.3,310.4,1346,46.7,90,0,1,0,0,0
299.0,308.5,1623,33.5,154,1,0,0,0,0
299.6756414670228,311.1161862836449,1710,28.18910366755692,219,0,0,0,1,1
301.90426485589165,309.90852971178333,1373,48.36778946735807,179,0,1,0,1,1
301.9,311.1,1448,46.3,14,0,1,0,0,0
303.5,312.4,1574,32.7,175,0,1,0,0,0
297.91844723644664,307.62572990022824,1321,61.0,186,0,1,0,1,1
298.6,309.5,1568,36.7,182,0,0,1,0,0
300.54336999357736,310.223254541562,1378,57.21697636246861,203,0,1,0,1,1
303.03522155665803,311.1902819812011,1351,52.49675231175,7,0,0,0,1,1
297.6647542146536,308.7484918544476,1323,44.47906559005151,207,0,1,0,1,1
300.4433925493844,311.71803629560725,1271,59.08428653497494,197,0,1,0,1,1
299.1,308.8,1329,53.6,207,0,1,0,1,1
302.2,311.7,1556,38.6,145,0,1,0,0,0
302.11045057356154,310.83684683915243,1277,59.75324225066027,19,0,0,0,1,1
300.1034974420456,310.7680228435434,1377,53.22847971441104,215,0,1,0,1,1
297.2,308.0,1435,43.0,202,1,0,0,0,0
298.7,309.7,1601,35.7,176,0,1,0,0,0
297.5858400860894,308.3352898232893,1399,57.25055026280012,199,0,1,0,1,1
302.7695752064839,311.2695752064839,1320,61.73478760324196,43,0,1,0,1,1
303.4,311.6318291039552,1297,51.91353806440338,49,0,0,0,1,1
297.9,308.8,1613,31.4,57,0,1,0,0,0
302.2205821959606,310.1534682494044,1354,45.75772106887598,6,0,0,0,1,1
302.831868693429,310.919781155715,1343,49.34670881871852,172,0,1,0,1,1
298.3,308.5,1453,42.9,89,0,1,0,0,0
302.4,310.1,1709,31.8,100,0,1,0,0,0
297.3,308.5,1524,49.3,176,0,0,1,0,0
303.0,312.2,1624,28.8,117,1,0,0,0,0
298.6,309.4,1315,55.5,28,0,1,0,0,0
302.0,309.8,1456,58.1,145,0,1,0,0,0
299.8,311.2,1369,46.2,146,0,1,0,0,0
299.7116171618496,310.49749410672985,2695,10.160136727910857,116,0,0,1,1,1
302.9535301431375,311.23804019085003,1365,55.38677750490655,145,0,0,0,1,1
298.4345064422928,309.4603862740124,1254,72.16997856961655,191,0,0,0,1,1
301.1,312.3,1852,25.9,131,0,0,1,0,0
299.980511344774,309.6685579833236,2563,12.8,87,0,0,0,1,1
297.8772780361915,307.8431208268851,1248,72.16414552968507,106,0,0,0,1,1
299.4,310.8,1424,47.7,109,0,1,0,0,0
300.9,312.0,1533,44.0,162,0,1,0,0,0
304.0,313.3,1530,34.8,211,0,1,0,0,1
298.2,308.4,1388,53.8,137,0,1,0,0,0
297.3,308.4,1531,35.6,16,1,0,0,0,0
300.8,310.7,1586,33.4,142,0,1,0,0,0
303.3,311.2,1763,27.3,27,0,1,0,0,0
302.3107649124559,311.08460818742657,1385,57.15920701850769,126,0,1,0,1,0
299.8516199501967,309.41371496264753,1398,42.65809975098361,218,0,0,0,1,1
302.5193112824898,310.9515867694939,1285,67.09628636388587,111,0,0,0,1,1
300.08186594588614,311.2499124325421,1685,29.2046648647153,216,0,0,0,1,1
300.8,310.2,1520,37.7,193,0,1,0,0,0
302.0927159533115,310.623621271082,1366,44.27637872891804,79,0,0,0,1,1
297.5,308.3,1388,48.6,27,0,1,0,0,0
302.3383801699098,310.312323966018,1377,53.97957688353091,163,0,0,0,1,1
299.7723729148085,309.3723729148085,1398,42.47898331846803,219,0,0,0,1,1
303.4,311.5,1817,24.7,125,0,0,1,0,0
301.9,310.7,1472,47.0,73,0,0,1,0,0
299.51837185618973,310.5673450599209,1719,27.928584580553437,227,0,0,0,1,1
300.4,310.2,1431,43.2,0,1,0,0,0,0
300.7147080986701,310.4076264215326,1415,61.75206249322347,208,0,1,0,1,1
298.89768028451994,308.6443159734021,1413,51.84106692438648,217,0,0,0,1,1
301.6290885435525,309.92403935269,1309,58.858947476195645,20,0,0,0,1,1
296.8,307.9,1489,33.4,123,0,1,0,0,0
297.4,308.5,1418,51.2,52,0,1,0,0,0
297.3,308.1,1763,28.4,54,0,1,0,0,0
300.41000196493485,310.4441318444097,1370,56.40543456902883,205,0,1,0,1,1
302.1901938524928,310.587257684384,1296,60.505929097651176,97,0,0,0,1,1
301.0093102409752,310.64908065593573,1269,57.57517269073277,195,0,1,0,1,1
302.1413459560787,311.04134595607866,2676,10.770753584182522,10,0,0,1,1,1
301.0,310.4,1665,30.9,177,0,0,1,0,0
297.35827551087385,307.8595700162241,2719,9.335251962374915,21,0,0,0,1,1
300.3,309.5,1405,49.4,77,0,0,1,0,0
302.0679195535263,310.7172740865628,1314,53.15535263786288,8,0,1,0,1,1
298.5016265498659,308.7605850585739,1421,60.38925728021781,118,0,0,1,1,1
298.9,310.0,1794,27.2,114,0,1,0,0,0
296.8,307.9,1418,47.9,127,0,0,1,0,0
301.7,310.6,1303,59.7,42,0,1,0,0,1
296.6670535384538,307.74716959998995,2843,5.226125046164662,187,0,1,0,1,1
299.6,309.0,1245,64.0,120,0,0,1,0,1
302.01314457050063,310.00657228525034,1345,62.4,107,0,0,0,1,1
300.5,311.4,1312,51.4,60,0,0,1,0,0
301.7,310.8,1622,37.8,0,0,1,0,0,0
300.2036476189182,309.9028641025989,1308,59.34193443170177,230,0,1,0,1,1
301.78133257742763,311.1276996031495,1333,65.32553133018314,205,0,1,0,1,1
301.9461473830808,309.9922947661616,1368,47.06943112449535,177,0,1,0,1,1
301.8742994684835,310.4160628321978,1285,62.96384088841746,21,0,1,0,1,1
